M49_Code,ISO_Code,Country,region_m49,Region_Name,Grouping,include
643,RUS,Russian Federation,514,Developed regions (MDG),2.5-Regional (MDG),1
646,RWA,Rwanda,199,Least Developed Countries (LDCs),2.3-Other groupings,1
646,RWA,Rwanda,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
646,RWA,Rwanda,14,Eastern Africa (M49),2.4-Regional (M49),1
646,RWA,Rwanda,515,Developing regions (MDG),2.5-Regional (MDG),1
646,RWA,Rwanda,432,Landlocked developing countries (LLDCs),2.3-Other groupings,1
646,RWA,Rwanda,1,World,1.0-Global,1
646,RWA,Rwanda,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),1
646,RWA,Rwanda,2,Africa (M49),2.4-Regional (M49),1
638,REU,Réunion,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),0
638,REU,Réunion,1,World,1.0-Global,0
638,REU,Réunion,2,Africa (M49),2.4-Regional (M49),0
638,REU,Réunion,14,Eastern Africa (M49),2.4-Regional (M49),0
638,REU,Réunion,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),0
638,REU,Réunion,515,Developing regions (MDG),2.5-Regional (MDG),0
652,BLM,Saint Barthélemy,419,Latin America and the Caribbean (MDG=M49),2.1-Regional (SDG),0
652,BLM,Saint Barthélemy,19,Americas (m49),2.4-Regional (M49),0
652,BLM,Saint Barthélemy,419,Latin America and the Caribbean (MDG=M49),2.5-Regional (MDG),0
652,BLM,Saint Barthélemy,515,Developing regions (MDG),2.5-Regional (MDG),0
652,BLM,Saint Barthélemy,29,Caribbean (M49),2.4-Regional (M49),0
652,BLM,Saint Barthélemy,1,World,1.0-Global,0
654,SHN,Saint Helena,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),0
654,SHN,Saint Helena,1,World,1.0-Global,0
654,SHN,Saint Helena,515,Developing regions (MDG),2.5-Regional (MDG),0
654,SHN,Saint Helena,11,Western Africa (M49),2.4-Regional (M49),0
654,SHN,Saint Helena,2,Africa (M49),2.4-Regional (M49),0
654,SHN,Saint Helena,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),0
659,KNA,Saint Kitts and Nevis,29,Caribbean (M49),2.4-Regional (M49),1
659,KNA,Saint Kitts and Nevis,1,World,1.0-Global,1
659,KNA,Saint Kitts and Nevis,419,Latin America and the Caribbean (MDG=M49),2.1-Regional (SDG),1
659,KNA,Saint Kitts and Nevis,19,Americas (m49),2.4-Regional (M49),1
659,KNA,Saint Kitts and Nevis,722,Small island developing States (SIDS),2.3-Other groupings,1
659,KNA,Saint Kitts and Nevis,419,Latin America and the Caribbean (MDG=M49),2.5-Regional (MDG),1
659,KNA,Saint Kitts and Nevis,515,Developing regions (MDG),2.5-Regional (MDG),1
662,LCA,Saint Lucia,419,Latin America and the Caribbean (MDG=M49),2.1-Regional (SDG),1
662,LCA,Saint Lucia,19,Americas (m49),2.4-Regional (M49),1
662,LCA,Saint Lucia,29,Caribbean (M49),2.4-Regional (M49),1
662,LCA,Saint Lucia,1,World,1.0-Global,1
662,LCA,Saint Lucia,722,Small island developing States (SIDS),2.3-Other groupings,1
662,LCA,Saint Lucia,419,Latin America and the Caribbean (MDG=M49),2.5-Regional (MDG),1
662,LCA,Saint Lucia,515,Developing regions (MDG),2.5-Regional (MDG),1
663,MAF,Saint Martin (French Part),515,Developing regions (MDG),2.5-Regional (MDG),0
663,MAF,Saint Martin (French Part),419,Latin America and the Caribbean (MDG=M49),2.5-Regional (MDG),0
663,MAF,Saint Martin (French Part),29,Caribbean (M49),2.4-Regional (M49),0
663,MAF,Saint Martin (French Part),1,World,1.0-Global,0
663,MAF,Saint Martin (French Part),19,Americas (m49),2.4-Regional (M49),0
663,MAF,Saint Martin (French Part),419,Latin America and the Caribbean (MDG=M49),2.1-Regional (SDG),0
666,SPM,Saint Pierre and Miquelon,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),0
666,SPM,Saint Pierre and Miquelon,19,Americas (m49),2.4-Regional (M49),0
666,SPM,Saint Pierre and Miquelon,514,Developed regions (MDG),2.5-Regional (MDG),0
666,SPM,Saint Pierre and Miquelon,1,World,1.0-Global,0
666,SPM,Saint Pierre and Miquelon,21,Northern America (M49),2.1-Regional (SDG),0
670,VCT,Saint Vincent and the Grenadines,19,Americas (m49),2.4-Regional (M49),1
670,VCT,Saint Vincent and the Grenadines,29,Caribbean (M49),2.4-Regional (M49),1
670,VCT,Saint Vincent and the Grenadines,515,Developing regions (MDG),2.5-Regional (MDG),1
670,VCT,Saint Vincent and the Grenadines,419,Latin America and the Caribbean (MDG=M49),2.1-Regional (SDG),1
670,VCT,Saint Vincent and the Grenadines,1,World,1.0-Global,1
670,VCT,Saint Vincent and the Grenadines,419,Latin America and the Caribbean (MDG=M49),2.5-Regional (MDG),1
670,VCT,Saint Vincent and the Grenadines,722,Small island developing States (SIDS),2.3-Other groupings,1
882,WSM,Samoa,61,Polynesia (M49),2.4-Regional (M49),1
882,WSM,Samoa,543,Oceania (MDG),2.5-Regional (MDG),1
882,WSM,Samoa,543,Oceania (M49) excluding Australia and New Zealand (M49),2.1-Regional (SDG),1
882,WSM,Samoa,9,Oceania (M49),2.1-Regional (SDG),1
882,WSM,Samoa,1,World,1.0-Global,1
882,WSM,Samoa,515,Developing regions (MDG),2.5-Regional (MDG),1
882,WSM,Samoa,722,Small island developing States (SIDS),2.3-Other groupings,1
674,SMR,San Marino,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),1
674,SMR,San Marino,39,Southern Europe (M49),2.4-Regional (M49),1
674,SMR,San Marino,150,Europe (M49),2.1-Regional (SDG),1
674,SMR,San Marino,514,Developed regions (MDG),2.5-Regional (MDG),1
674,SMR,San Marino,1,World,1.0-Global,1
678,STP,Sao Tome and Principe,199,Least Developed Countries (LDCs),2.3-Other groupings,1
678,STP,Sao Tome and Principe,722,Small island developing States (SIDS),2.3-Other groupings,1
678,STP,Sao Tome and Principe,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
678,STP,Sao Tome and Principe,17,Middle Africa (M49),2.4-Regional (M49),1
678,STP,Sao Tome and Principe,2,Africa (M49),2.4-Regional (M49),1
678,STP,Sao Tome and Principe,515,Developing regions (MDG),2.5-Regional (MDG),1
678,STP,Sao Tome and Principe,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),1
678,STP,Sao Tome and Principe,1,World,1.0-Global,1
682,SAU,Saudi Arabia,1,World,1.0-Global,1
682,SAU,Saudi Arabia,747,Western Asia (M49) and Northern Africa (M49),2.1-Regional (SDG),1
682,SAU,Saudi Arabia,142,Asia (M49),2.4-Regional (M49),1
682,SAU,Saudi Arabia,515,Developing regions (MDG),2.5-Regional (MDG),1
682,SAU,Saudi Arabia,485,Western Asia (MDG),2.5-Regional (MDG),1
682,SAU,Saudi Arabia,145,Western Asia (M49),2.1-Regional (SDG),1
686,SEN,Senegal,1,World,1.0-Global,1
686,SEN,Senegal,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
686,SEN,Senegal,515,Developing regions (MDG),2.5-Regional (MDG),1
686,SEN,Senegal,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),1
686,SEN,Senegal,11,Western Africa (M49),2.4-Regional (M49),1
686,SEN,Senegal,199,Least Developed Countries (LDCs),2.3-Other groupings,1
686,SEN,Senegal,2,Africa (M49),2.4-Regional (M49),1
688,SRB,Serbia,514,Developed regions (MDG),2.5-Regional (MDG),1
688,SRB,Serbia,39,Southern Europe (M49),2.4-Regional (M49),1
688,SRB,Serbia,150,Europe (M49),2.1-Regional (SDG),1
688,SRB,Serbia,1,World,1.0-Global,1
688,SRB,Serbia,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),1
690,SYC,Seychelles,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),1
690,SYC,Seychelles,14,Eastern Africa (M49),2.4-Regional (M49),1
690,SYC,Seychelles,1,World,1.0-Global,1
690,SYC,Seychelles,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
690,SYC,Seychelles,2,Africa (M49),2.4-Regional (M49),1
690,SYC,Seychelles,515,Developing regions (MDG),2.5-Regional (MDG),1
690,SYC,Seychelles,722,Small island developing States (SIDS),2.3-Other groupings,1
694,SLE,Sierra Leone,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
694,SLE,Sierra Leone,199,Least Developed Countries (LDCs),2.3-Other groupings,1
694,SLE,Sierra Leone,2,Africa (M49),2.4-Regional (M49),1
694,SLE,Sierra Leone,1,World,1.0-Global,1
694,SLE,Sierra Leone,515,Developing regions (MDG),2.5-Regional (MDG),1
694,SLE,Sierra Leone,11,Western Africa (M49),2.4-Regional (M49),1
694,SLE,Sierra Leone,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),1
702,SGP,Singapore,35,South-eastern Asia (MDG=M49),2.1-Regional (SDG),1
702,SGP,Singapore,1,World,1.0-Global,1
702,SGP,Singapore,515,Developing regions (MDG),2.5-Regional (MDG),1
702,SGP,Singapore,753,Eastern Asia (M49) and South-eastern Asia (MDG=M49),2.1-Regional (SDG),1
702,SGP,Singapore,142,Asia (M49),2.4-Regional (M49),1
702,SGP,Singapore,722,Small island developing States (SIDS),2.3-Other groupings,1
702,SGP,Singapore,35,South-eastern Asia (MDG=M49),2.5-Regional (MDG),1
534,SXM,Sint Maarten (Dutch part),419,Latin America and the Caribbean (MDG=M49),2.1-Regional (SDG),0
534,SXM,Sint Maarten (Dutch part),419,Latin America and the Caribbean (MDG=M49),2.5-Regional (MDG),0
534,SXM,Sint Maarten (Dutch part),1,World,1.0-Global,0
534,SXM,Sint Maarten (Dutch part),29,Caribbean (M49),2.4-Regional (M49),0
534,SXM,Sint Maarten (Dutch part),515,Developing regions (MDG),2.5-Regional (MDG),0
534,SXM,Sint Maarten (Dutch part),722,Small island developing States (SIDS),2.3-Other groupings,0
534,SXM,Sint Maarten (Dutch part),19,Americas (m49),2.4-Regional (M49),0
703,SVK,Slovakia,151,Eastern Europe (M49),2.4-Regional (M49),1
703,SVK,Slovakia,1,World,1.0-Global,1
703,SVK,Slovakia,514,Developed regions (MDG),2.5-Regional (MDG),1
703,SVK,Slovakia,150,Europe (M49),2.1-Regional (SDG),1
703,SVK,Slovakia,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),1
705,SVN,Slovenia,1,World,1.0-Global,1
705,SVN,Slovenia,150,Europe (M49),2.1-Regional (SDG),1
705,SVN,Slovenia,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),1
705,SVN,Slovenia,514,Developed regions (MDG),2.5-Regional (MDG),1
705,SVN,Slovenia,39,Southern Europe (M49),2.4-Regional (M49),1
90,SLB,Solomon Islands,199,Least Developed Countries (LDCs),2.3-Other groupings,1
90,SLB,Solomon Islands,543,Oceania (MDG),2.5-Regional (MDG),1
90,SLB,Solomon Islands,515,Developing regions (MDG),2.5-Regional (MDG),1
90,SLB,Solomon Islands,1,World,1.0-Global,1
90,SLB,Solomon Islands,722,Small island developing States (SIDS),2.3-Other groupings,1
90,SLB,Solomon Islands,54,Melanesia (M49),2.4-Regional (M49),1
90,SLB,Solomon Islands,543,Oceania (M49) excluding Australia and New Zealand (M49),2.1-Regional (SDG),1
90,SLB,Solomon Islands,9,Oceania (M49),2.1-Regional (SDG),1
706,SOM,Somalia,2,Africa (M49),2.4-Regional (M49),1
706,SOM,Somalia,199,Least Developed Countries (LDCs),2.3-Other groupings,1
706,SOM,Somalia,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
706,SOM,Somalia,14,Eastern Africa (M49),2.4-Regional (M49),1
706,SOM,Somalia,515,Developing regions (MDG),2.5-Regional (MDG),1
706,SOM,Somalia,1,World,1.0-Global,1
706,SOM,Somalia,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),1
710,ZAF,South Africa,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
710,ZAF,South Africa,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),1
710,ZAF,South Africa,18,Southern Africa (M49),2.4-Regional (M49),1
710,ZAF,South Africa,515,Developing regions (MDG),2.5-Regional (MDG),1
710,ZAF,South Africa,1,World,1.0-Global,1
710,ZAF,South Africa,2,Africa (M49),2.4-Regional (M49),1
239,SGS,South Georgia and the South Sandwich Islands,419,Latin America and the Caribbean (MDG=M49),2.5-Regional (MDG),0
239,SGS,South Georgia and the South Sandwich Islands,419,Latin America and the Caribbean (MDG=M49),2.1-Regional (SDG),0
239,SGS,South Georgia and the South Sandwich Islands,515,Developing regions (MDG),2.5-Regional (MDG),0
239,SGS,South Georgia and the South Sandwich Islands,1,World,1.0-Global,0
239,SGS,South Georgia and the South Sandwich Islands,19,Americas (m49),2.4-Regional (M49),0
239,SGS,South Georgia and the South Sandwich Islands,5,South America (M49),2.4-Regional (M49),0
728,SSD,South Sudan,14,Eastern Africa (M49),2.4-Regional (M49),1
728,SSD,South Sudan,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),1
728,SSD,South Sudan,515,Developing regions (MDG),2.5-Regional (MDG),1
728,SSD,South Sudan,432,Landlocked developing countries (LLDCs),2.3-Other groupings,1
728,SSD,South Sudan,199,Least Developed Countries (LDCs),2.3-Other groupings,1
728,SSD,South Sudan,2,Africa (M49),2.4-Regional (M49),1
728,SSD,South Sudan,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
728,SSD,South Sudan,1,World,1.0-Global,1
724,ESP,Spain,39,Southern Europe (M49),2.4-Regional (M49),1
724,ESP,Spain,1,World,1.0-Global,1
724,ESP,Spain,150,Europe (M49),2.1-Regional (SDG),1
724,ESP,Spain,514,Developed regions (MDG),2.5-Regional (MDG),1
724,ESP,Spain,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),1
144,LKA,Sri Lanka,1,World,1.0-Global,1
144,LKA,Sri Lanka,34,Southern Asia (MDG=M49),2.1-Regional (SDG),1
144,LKA,Sri Lanka,515,Developing regions (MDG),2.5-Regional (MDG),1
144,LKA,Sri Lanka,34,Southern Asia (MDG=M49),2.5-Regional (MDG),1
144,LKA,Sri Lanka,142,Asia (M49),2.4-Regional (M49),1
144,LKA,Sri Lanka,62,Central Asia (M49) and Southern Asia (MDG=M49),2.1-Regional (SDG),1
275,PSE,State of Palestine,485,Western Asia (MDG),2.5-Regional (MDG),0
275,PSE,State of Palestine,142,Asia (M49),2.4-Regional (M49),0
275,PSE,State of Palestine,1,World,1.0-Global,0
275,PSE,State of Palestine,747,Western Asia (M49) and Northern Africa (M49),2.1-Regional (SDG),0
275,PSE,State of Palestine,145,Western Asia (M49),2.1-Regional (SDG),0
275,PSE,State of Palestine,515,Developing regions (MDG),2.5-Regional (MDG),0
729,SDN,Sudan,515,Developing regions (MDG),2.5-Regional (MDG),1
729,SDN,Sudan,747,Western Asia (M49) and Northern Africa (M49),2.1-Regional (SDG),1
729,SDN,Sudan,15,Northern Africa (M49),2.1-Regional (SDG),1
729,SDN,Sudan,2,Africa (M49),2.4-Regional (M49),1
729,SDN,Sudan,199,Least Developed Countries (LDCs),2.3-Other groupings,1
729,SDN,Sudan,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
729,SDN,Sudan,1,World,1.0-Global,1
740,SUR,Suriname,5,South America (M49),2.4-Regional (M49),1
740,SUR,Suriname,1,World,1.0-Global,1
740,SUR,Suriname,19,Americas (m49),2.4-Regional (M49),1
740,SUR,Suriname,722,Small island developing States (SIDS),2.3-Other groupings,1
740,SUR,Suriname,419,Latin America and the Caribbean (MDG=M49),2.1-Regional (SDG),1
740,SUR,Suriname,515,Developing regions (MDG),2.5-Regional (MDG),1
740,SUR,Suriname,419,Latin America and the Caribbean (MDG=M49),2.5-Regional (MDG),1
744,SJM,Svalbard and Jan Mayen Islands,150,Europe (M49),2.1-Regional (SDG),0
744,SJM,Svalbard and Jan Mayen Islands,514,Developed regions (MDG),2.5-Regional (MDG),0
744,SJM,Svalbard and Jan Mayen Islands,1,World,1.0-Global,0
744,SJM,Svalbard and Jan Mayen Islands,154,Northern Europe (M49),2.4-Regional (M49),0
744,SJM,Svalbard and Jan Mayen Islands,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),0
748,SWZ,Swaziland,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
748,SWZ,Swaziland,515,Developing regions (MDG),2.5-Regional (MDG),1
748,SWZ,Swaziland,2,Africa (M49),2.4-Regional (M49),1
748,SWZ,Swaziland,432,Landlocked developing countries (LLDCs),2.3-Other groupings,1
748,SWZ,Swaziland,18,Southern Africa (M49),2.4-Regional (M49),1
748,SWZ,Swaziland,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),1
748,SWZ,Swaziland,1,World,1.0-Global,1
752,SWE,Sweden,1,World,1.0-Global,1
752,SWE,Sweden,154,Northern Europe (M49),2.4-Regional (M49),1
752,SWE,Sweden,150,Europe (M49),2.1-Regional (SDG),1
752,SWE,Sweden,514,Developed regions (MDG),2.5-Regional (MDG),1
752,SWE,Sweden,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),1
756,CHE,Switzerland,155,Western Europe (M49),2.4-Regional (M49),1
756,CHE,Switzerland,514,Developed regions (MDG),2.5-Regional (MDG),1
756,CHE,Switzerland,150,Europe (M49),2.1-Regional (SDG),1
756,CHE,Switzerland,1,World,1.0-Global,1
756,CHE,Switzerland,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),1
760,SYR,Syrian Arab Republic,515,Developing regions (MDG),2.5-Regional (MDG),1
760,SYR,Syrian Arab Republic,142,Asia (M49),2.4-Regional (M49),1
760,SYR,Syrian Arab Republic,747,Western Asia (M49) and Northern Africa (M49),2.1-Regional (SDG),1
760,SYR,Syrian Arab Republic,1,World,1.0-Global,1
760,SYR,Syrian Arab Republic,145,Western Asia (M49),2.1-Regional (SDG),1
760,SYR,Syrian Arab Republic,485,Western Asia (MDG),2.5-Regional (MDG),1
156,CHN,Taiwan Province of China,1,World,1.0-Global,0
156,CHN,Taiwan Province of China,142,Asia (M49),2.4-Regional (M49),0
156,CHN,Taiwan Province of China,515,Developing regions (MDG),2.5-Regional (MDG),0
156,CHN,Taiwan Province of China,753,Eastern Asia (M49) and South-eastern Asia (MDG=M49),2.1-Regional (SDG),0
156,CHN,Taiwan Province of China,518,Eastern Asia (MDG),2.5-Regional (MDG),0
156,CHN,Taiwan Province of China,30,Eastern Asia (M49),2.1-Regional (SDG),0
762,TJK,Tajikistan,135,Caucasus and Central Asia (MDG),2.5-Regional (MDG),1
762,TJK,Tajikistan,62,Central Asia (M49) and Southern Asia (MDG=M49),2.1-Regional (SDG),1
762,TJK,Tajikistan,142,Asia (M49),2.4-Regional (M49),1
762,TJK,Tajikistan,432,Landlocked developing countries (LLDCs),2.3-Other groupings,1
762,TJK,Tajikistan,1,World,1.0-Global,1
762,TJK,Tajikistan,143,Central Asia (M49),2.1-Regional (SDG),1
762,TJK,Tajikistan,515,Developing regions (MDG),2.5-Regional (MDG),1
764,THA,Thailand,515,Developing regions (MDG),2.5-Regional (MDG),1
764,THA,Thailand,35,South-eastern Asia (MDG=M49),2.1-Regional (SDG),1
764,THA,Thailand,1,World,1.0-Global,1
764,THA,Thailand,142,Asia (M49),2.4-Regional (M49),1
764,THA,Thailand,35,South-eastern Asia (MDG=M49),2.5-Regional (MDG),1
764,THA,Thailand,753,Eastern Asia (M49) and South-eastern Asia (MDG=M49),2.1-Regional (SDG),1
807,MKD,The former Yugoslav Republic of Macedonia,1,World,1.0-Global,1
807,MKD,The former Yugoslav Republic of Macedonia,514,Developed regions (MDG),2.5-Regional (MDG),1
807,MKD,The former Yugoslav Republic of Macedonia,39,Southern Europe (M49),2.4-Regional (M49),1
807,MKD,The former Yugoslav Republic of Macedonia,150,Europe (M49),2.1-Regional (SDG),1
807,MKD,The former Yugoslav Republic of Macedonia,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),1
807,MKD,The former Yugoslav Republic of Macedonia,432,Landlocked developing countries (LLDCs),2.3-Other groupings,1
626,TLS,Timor-Leste,1,World,1.0-Global,1
626,TLS,Timor-Leste,35,South-eastern Asia (MDG=M49),2.5-Regional (MDG),1
626,TLS,Timor-Leste,142,Asia (M49),2.4-Regional (M49),1
626,TLS,Timor-Leste,35,South-eastern Asia (MDG=M49),2.1-Regional (SDG),1
626,TLS,Timor-Leste,515,Developing regions (MDG),2.5-Regional (MDG),1
626,TLS,Timor-Leste,199,Least Developed Countries (LDCs),2.3-Other groupings,1
626,TLS,Timor-Leste,722,Small island developing States (SIDS),2.3-Other groupings,1
626,TLS,Timor-Leste,753,Eastern Asia (M49) and South-eastern Asia (MDG=M49),2.1-Regional (SDG),1
768,TGO,Togo,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),1
768,TGO,Togo,199,Least Developed Countries (LDCs),2.3-Other groupings,1
768,TGO,Togo,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
768,TGO,Togo,1,World,1.0-Global,1
768,TGO,Togo,515,Developing regions (MDG),2.5-Regional (MDG),1
768,TGO,Togo,11,Western Africa (M49),2.4-Regional (M49),1
768,TGO,Togo,2,Africa (M49),2.4-Regional (M49),1
772,TKL,Tokelau,543,Oceania (M49) excluding Australia and New Zealand (M49),2.1-Regional (SDG),1
772,TKL,Tokelau,515,Developing regions (MDG),2.5-Regional (MDG),1
772,TKL,Tokelau,543,Oceania (MDG),2.5-Regional (MDG),1
772,TKL,Tokelau,1,World,1.0-Global,1
772,TKL,Tokelau,61,Polynesia (M49),2.4-Regional (M49),1
772,TKL,Tokelau,9,Oceania (M49),2.1-Regional (SDG),1
776,TON,Tonga,543,Oceania (MDG),2.5-Regional (MDG),1
776,TON,Tonga,9,Oceania (M49),2.1-Regional (SDG),1
776,TON,Tonga,722,Small island developing States (SIDS),2.3-Other groupings,1
776,TON,Tonga,515,Developing regions (MDG),2.5-Regional (MDG),1
776,TON,Tonga,1,World,1.0-Global,1
776,TON,Tonga,543,Oceania (M49) excluding Australia and New Zealand (M49),2.1-Regional (SDG),1
776,TON,Tonga,61,Polynesia (M49),2.4-Regional (M49),1
780,TTO,Trinidad and Tobago,1,World,1.0-Global,1
780,TTO,Trinidad and Tobago,419,Latin America and the Caribbean (MDG=M49),2.5-Regional (MDG),1
780,TTO,Trinidad and Tobago,29,Caribbean (M49),2.4-Regional (M49),1
780,TTO,Trinidad and Tobago,19,Americas (m49),2.4-Regional (M49),1
780,TTO,Trinidad and Tobago,722,Small island developing States (SIDS),2.3-Other groupings,1
780,TTO,Trinidad and Tobago,515,Developing regions (MDG),2.5-Regional (MDG),1
780,TTO,Trinidad and Tobago,419,Latin America and the Caribbean (MDG=M49),2.1-Regional (SDG),1
788,TUN,Tunisia,15,Northern Africa (M49),2.1-Regional (SDG),1
788,TUN,Tunisia,746,Northern Africa (MDG),2.5-Regional (MDG),1
788,TUN,Tunisia,515,Developing regions (MDG),2.5-Regional (MDG),1
788,TUN,Tunisia,747,Western Asia (M49) and Northern Africa (M49),2.1-Regional (SDG),1
788,TUN,Tunisia,2,Africa (M49),2.4-Regional (M49),1
788,TUN,Tunisia,1,World,1.0-Global,1
792,TUR,Turkey,142,Asia (M49),2.4-Regional (M49),1
792,TUR,Turkey,145,Western Asia (M49),2.1-Regional (SDG),1
792,TUR,Turkey,747,Western Asia (M49) and Northern Africa (M49),2.1-Regional (SDG),1
792,TUR,Turkey,485,Western Asia (MDG),2.5-Regional (MDG),1
792,TUR,Turkey,515,Developing regions (MDG),2.5-Regional (MDG),1
792,TUR,Turkey,1,World,1.0-Global,1
795,TKM,Turkmenistan,515,Developing regions (MDG),2.5-Regional (MDG),1
795,TKM,Turkmenistan,142,Asia (M49),2.4-Regional (M49),1
795,TKM,Turkmenistan,432,Landlocked developing countries (LLDCs),2.3-Other groupings,1
795,TKM,Turkmenistan,1,World,1.0-Global,1
795,TKM,Turkmenistan,62,Central Asia (M49) and Southern Asia (MDG=M49),2.1-Regional (SDG),1
795,TKM,Turkmenistan,135,Caucasus and Central Asia (MDG),2.5-Regional (MDG),1
795,TKM,Turkmenistan,143,Central Asia (M49),2.1-Regional (SDG),1
796,TCA,Turks and Caicos Islands,19,Americas (m49),2.4-Regional (M49),0
796,TCA,Turks and Caicos Islands,419,Latin America and the Caribbean (MDG=M49),2.5-Regional (MDG),0
796,TCA,Turks and Caicos Islands,419,Latin America and the Caribbean (MDG=M49),2.1-Regional (SDG),0
796,TCA,Turks and Caicos Islands,515,Developing regions (MDG),2.5-Regional (MDG),0
796,TCA,Turks and Caicos Islands,1,World,1.0-Global,0
796,TCA,Turks and Caicos Islands,29,Caribbean (M49),2.4-Regional (M49),0
798,TUV,Tuvalu,9,Oceania (M49),2.1-Regional (SDG),1
798,TUV,Tuvalu,199,Least Developed Countries (LDCs),2.3-Other groupings,1
798,TUV,Tuvalu,543,Oceania (M49) excluding Australia and New Zealand (M49),2.1-Regional (SDG),1
798,TUV,Tuvalu,61,Polynesia (M49),2.4-Regional (M49),1
798,TUV,Tuvalu,543,Oceania (MDG),2.5-Regional (MDG),1
798,TUV,Tuvalu,722,Small island developing States (SIDS),2.3-Other groupings,1
798,TUV,Tuvalu,1,World,1.0-Global,1
798,TUV,Tuvalu,515,Developing regions (MDG),2.5-Regional (MDG),1
800,UGA,Uganda,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),1
800,UGA,Uganda,432,Landlocked developing countries (LLDCs),2.3-Other groupings,1
800,UGA,Uganda,2,Africa (M49),2.4-Regional (M49),1
800,UGA,Uganda,199,Least Developed Countries (LDCs),2.3-Other groupings,1
800,UGA,Uganda,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
800,UGA,Uganda,1,World,1.0-Global,1
800,UGA,Uganda,515,Developing regions (MDG),2.5-Regional (MDG),1
800,UGA,Uganda,14,Eastern Africa (M49),2.4-Regional (M49),1
804,UKR,Ukraine,151,Eastern Europe (M49),2.4-Regional (M49),1
804,UKR,Ukraine,514,Developed regions (MDG),2.5-Regional (MDG),1
804,UKR,Ukraine,150,Europe (M49),2.1-Regional (SDG),1
804,UKR,Ukraine,1,World,1.0-Global,1
804,UKR,Ukraine,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),1
784,ARE,United Arab Emirates,485,Western Asia (MDG),2.5-Regional (MDG),1
784,ARE,United Arab Emirates,747,Western Asia (M49) and Northern Africa (M49),2.1-Regional (SDG),1
784,ARE,United Arab Emirates,142,Asia (M49),2.4-Regional (M49),1
784,ARE,United Arab Emirates,1,World,1.0-Global,1
784,ARE,United Arab Emirates,515,Developing regions (MDG),2.5-Regional (MDG),1
784,ARE,United Arab Emirates,145,Western Asia (M49),2.1-Regional (SDG),1
826,GBR,United Kingdom of Great Britain and Northern Ireland,154,Northern Europe (M49),2.4-Regional (M49),1
826,GBR,United Kingdom of Great Britain and Northern Ireland,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),1
826,GBR,United Kingdom of Great Britain and Northern Ireland,1,World,1.0-Global,1
826,GBR,United Kingdom of Great Britain and Northern Ireland,150,Europe (M49),2.1-Regional (SDG),1
826,GBR,United Kingdom of Great Britain and Northern Ireland,514,Developed regions (MDG),2.5-Regional (MDG),1
834,TZA,United Republic of Tanzania,2,Africa (M49),2.4-Regional (M49),1
834,TZA,United Republic of Tanzania,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
834,TZA,United Republic of Tanzania,1,World,1.0-Global,1
834,TZA,United Republic of Tanzania,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),1
834,TZA,United Republic of Tanzania,199,Least Developed Countries (LDCs),2.3-Other groupings,1
834,TZA,United Republic of Tanzania,515,Developing regions (MDG),2.5-Regional (MDG),1
834,TZA,United Republic of Tanzania,14,Eastern Africa (M49),2.4-Regional (M49),1
